gene_name,Asn1,Asn2,Nitrate1,Nitrate2,Ni_N1,Ni_N2,Ni_SM1,Ni_SM2
Phatr3_J36635,85,45,179,205,303,147,1230,1768
Phatr3_J13078,25362,30028,5263,4506,6548,4245,9860,11686
Phatr3_J46625,924,771,582,630,908,899,646,665
Phatr3_J46626,1603,1474,1389,1526,1928,1346,414,576
Phatr3_J28056,608,602,272,246,439,305,3549,3757
Phatr3_J46628,111,113,28,32,74,41,47,26
Phatr3_J36641,859,845,743,996,1092,1042,672,746
Phatr3_J3061,746,649,772,1241,1243,1088,271,345
Phatr3_J20934,4664,4606,5341,6406,7046,5867,1104,1519
Phatr3_EG00729,1619,1065,1256,1066,1376,1151,745,814
Phatr3_J46632,701,853,535,832,868,715,779,1062
Phatr3_EG00767,1,0,2,9,9,7,5,14
Phatr3_EG00734,0,0,0,0,0,0,0,0
Phatr3_EG00744,5,4,1,8,3,2,1,8
Phatr3_J13031,196,187,212,271,312,287,213,241
Phatr3_J36647,381,285,299,231,353,307,141,170
Phatr3_EG00788,1,0,4,0,0,3,3,6
Phatr3_J36648,0,0,0,0,0,0,0,0
Phatr3_EG00806,0,0,0,0,0,0,0,2
Phatr3_J36649,1257,1001,487,572,710,508,671,733
Phatr3_J13439,0,0,0,0,0,0,0,0
Phatr3_EG00840,0,0,0,0,0,0,0,0
Phatr3_EG00831,0,0,0,0,0,0,0,0
Phatr3_EG00822,0,0,0,0,0,0,0,0
Phatr3_EG00858,0,0,0,0,0,0,0,0
Phatr3_EG00837,0,0,0,0,0,0,0,0
Phatr3_EG00826,0,0,0,0,0,0,0,0
Phatr3_EG00847,0,0,0,0,0,0,0,0
Phatr3_EG00838,0,0,0,0,0,0,0,0
Phatr3_EG00863,0,0,0,0,0,0,0,0
Phatr3_EG00823,0,0,0,0,0,0,0,0
Phatr3_EG00790,0,0,0,0,0,0,0,0
Phatr3_EG00801,0,0,0,0,0,0,0,1
Phatr3_EG00783,0,0,0,0,0,0,0,0
Phatr3_J46635,1805,1077,957,1164,1490,1139,627,788
Phatr3_J46636,838,1038,550,801,918,613,859,948
Phatr3_J46637,505,359,496,345,386,383,639,683
Phatr3_EG00816,1543,1160,1137,1570,1464,1354,677,940
Phatr3_J46639,1480,1126,894,995,1227,1082,1118,1254
Phatr3_EG00850,642,521,482,508,521,440,255,303
Phatr3_J46641,2334,1531,1190,1243,1705,1579,1413,1590
Phatr3_J46642,127,85,113,71,120,73,408,546
Phatr3_J46643,1717,1159,1232,1286,1371,1379,1278,1339
Phatr3_J3639,8963,12543,7666,14994,17205,8689,3748,4366
Phatr3_J46645,764,775,536,790,902,754,5054,5211
Phatr3_J36662,910,815,739,934,1098,773,2161,2360
Phatr3_J28068,2310,6216,1776,2929,5445,1836,3043,3706
Phatr3_J46647,465,389,219,196,282,254,458,733
Phatr3_EG02295,9268,5669,8136,5945,8191,6701,4211,4640
Phatr3_EG00857,87,64,98,62,75,103,165,135
Phatr3_J36666,488,488,451,618,645,699,244,236
Phatr3_J54619,649,527,521,651,830,569,365,424
Phatr3_J36668,1200,793,777,806,999,805,1346,1334
Phatr3_J20948,5177,5439,5767,6586,7682,5699,2434,3350
Phatr3_J13505,1696,1699,1225,1944,2380,1636,1491,1869
Phatr3_J46653,226,278,191,210,312,154,225,302
Phatr3_EG00789,0,0,0,0,0,0,0,0
Phatr3_J13418,3992,3558,1147,1374,1633,1355,3422,3798
Phatr3_J54621,2592,1684,2182,1976,2648,2453,944,1187
Phatr3_J46656,1738,1787,1066,1407,1566,1656,1567,1638
Phatr3_J46657,30,53,42,79,92,52,357,340
Phatr3_J13358,25383,21097,25279,30944,33991,27388,7137,9039
Phatr3_J46659,2444,1569,1278,1776,2262,1624,441,461
Phatr3_J52094,591,570,293,327,284,300,158,198
Phatr3_J46661,1097,828,727,809,917,967,679,825
Phatr3_J46662,372,259,470,625,742,626,622,700
Phatr3_J46663,1287,1177,1017,1108,1313,1041,1136,1219
Phatr3_J13383,347,295,285,363,298,325,291,341
Phatr3_J46664,325,307,177,294,415,261,137,184
Phatr3_EG00803,0,0,0,0,0,0,0,0
Phatr3_EG00793,0,0,0,0,0,0,0,0
Phatr3_J13476,765,685,483,722,877,603,793,968
Phatr3_EG00836,0,0,0,0,0,0,0,0
Phatr3_J13235,494,650,147,214,248,205,176,283
Phatr3_J46667,295,197,184,201,237,214,119,200
Phatr3_J46668,1320,1059,819,831,1012,1038,590,649
Phatr3_J3578,641,615,209,323,230,309,142,204
Phatr3_J13331,834,889,621,1066,1403,933,688,927
Phatr3_J36690,278,241,289,305,231,299,250,263
Phatr3_EG00864,0,0,4,0,0,5,0,4
Phatr3_EG00861,0,0,0,0,0,0,0,0
Phatr3_J13520,531,410,493,471,466,483,389,448
Phatr3_J46671,770,865,257,327,417,433,722,834
Phatr3_EG02011,316,215,248,334,337,271,734,666
Phatr3_EG00791,0,3,3,12,17,3,2,4
Phatr3_EG02004,528,289,556,282,437,386,790,982
Phatr3_EG02010,248,205,257,196,279,234,339,441
Phatr3_J46673,3481,2614,3421,3391,4724,3177,2767,3404
Phatr3_J13244,559,591,592,899,1070,691,295,326
Phatr3_J46675,767,715,756,749,915,748,343,391
Phatr3_J46676,1269,1033,1028,960,1131,1018,6994,6899
Phatr3_J46677,163,141,91,86,124,123,126,118
Phatr3_EG00859,0,0,0,0,0,0,0,0
Phatr3_J36699,310,289,346,337,422,328,245,299
Phatr3_J13265,60220,53380,32372,65814,70054,53330,17735,20865
Phatr3_EG00846,0,0,0,1,0,0,22,10
Phatr3_J42051,1276,1276,854,1126,1333,953,861,1098
Phatr3_J13365,1720,1218,1158,1449,1298,1299,1045,1208
Phatr3_J13221,727,513,476,555,585,564,1525,1753
Phatr3_J1103,1082,581,468,540,631,524,757,877
Phatr3_J1864,842,660,648,865,871,835,856,1038
Phatr3_J46684,2008,1331,1457,1681,2178,1875,1883,1795
Phatr3_EG02294,1379,1119,512,545,609,633,1099,1156
Phatr3_J21006,1413,1075,616,551,775,689,352,362
Phatr3_J46687,1552,1714,1347,1804,1952,1555,1049,1281
Phatr3_J46688,806,606,551,659,803,714,697,846
Phatr3_J36711,599,435,560,759,783,570,289,475
Phatr3_J13313,258,148,449,611,336,505,437,447
Phatr3_J13511,4210,3735,3226,4301,4181,3568,2731,3221
Phatr3_J46690,183,613,402,803,1809,440,711,834
Phatr3_J13254,226,158,238,235,253,225,1036,1139
Phatr3_J46692,387,303,254,324,346,350,1147,1040
Phatr3_EG00784,928,803,1008,837,978,982,963,787
Phatr3_J13396,6238,4676,3196,5078,6044,4816,2287,2531
Phatr3_J46694,514,634,721,1031,1090,741,490,539
Phatr3_J36719,379,440,229,431,531,423,310,418
Phatr3_J36720,975,988,946,1090,1172,1135,1084,1196
Phatr3_EG00851,275,324,270,364,391,236,253,243
Phatr3_J28147,3614,6917,6127,9149,10555,4027,1454,3074
Phatr3_J36721,2186,2105,1299,1734,1748,1691,5394,5568
Phatr3_J21030,3286,2805,2079,2936,3074,2702,1910,2099
Phatr3_J46698,718,575,540,688,708,619,1438,1478
Phatr3_J36724,322,194,424,486,436,447,1889,1926
Phatr3_J46699,683,580,686,809,915,736,1030,1132
Phatr3_J36726,496,439,563,546,560,644,993,903
Phatr3_EG02296,1642,1323,1085,1631,1741,1518,2136,2291
Phatr3_J46702,410,402,384,372,368,360,492,512
Phatr3_J46703,718,577,496,500,618,655,1860,1894
Phatr3_J13243,1573,939,1004,1124,1045,977,421,571
Phatr3_EG00855,973,806,565,952,834,942,357,418
Phatr3_J46705,756,461,437,514,440,593,2012,2162
Phatr3_J36733,404,332,371,480,421,418,158,178
Phatr3_J46706,1237,1010,1134,1102,1329,1205,818,1007
Phatr3_J46707,33,23,386,30,34,31,159,209
Phatr3_J46708,1825,1452,1001,1090,1551,1430,489,508
Phatr3_J46709,4681,3782,2305,2765,3599,3034,1942,2397
Phatr3_EG00817,0,0,0,0,0,0,0,0
Phatr3_EG00827,0,0,0,0,0,0,0,0
Phatr3_EG00843,12,7,6,6,8,5,0,1
Phatr3_J46710,15213,17206,14708,22527,21890,17624,3362,4598
Phatr3_J46711,636,397,272,493,385,519,271,294
Phatr3_J46712,514,480,262,462,428,388,228,279
Phatr3_J13537,269,207,296,364,488,371,457,542
Phatr3_J36742,371,298,309,282,295,318,299,370
Phatr3_J36743,637,948,524,594,520,473,194,301
Phatr3_J36744,378,439,316,370,410,333,344,378
Phatr3_J46716,537,434,365,372,464,443,319,439
Phatr3_J46717,29,52,17,96,43,16,88,101
Phatr3_J46718,5,10,37,20,57,8,2011,2814
Phatr3_J46719,220,191,148,238,257,240,146,137
Phatr3_EG00829,0,0,0,0,0,0,0,0
Phatr3_J46720,1563,1697,1016,1500,1919,1348,1372,1584
Phatr3_J46721,3608,2567,3314,4165,4449,3714,6355,7872
Phatr3_J52108,1171,1069,843,1420,1683,1321,2839,3117
Phatr3_J21039,621,654,643,634,702,557,918,1039
Phatr3_EG02293,1336,1113,1022,1346,1406,1197,1155,1332
Phatr3_J46726,2415,1694,1379,1869,2273,1928,809,898
Phatr3_J46727,4598,2614,2318,2824,3667,2930,2133,2511
Phatr3_J46728,244,211,228,206,322,228,305,364
Phatr3_J46729,2579,1797,1781,1558,2123,2081,3552,3923
Phatr3_J46730,274,846,55,35,270,37,1822,2117
Phatr3_EG00839,0,0,0,0,0,0,0,0
Phatr3_J46732,69,36,75,42,48,59,262,289
Phatr3_J46733,625,569,583,599,640,538,1159,1262
Phatr3_EG00809,495,345,419,435,430,415,478,596
Phatr3_J46734,2832,2112,1782,1595,2149,1723,2047,2643
Phatr3_J46735,5749,7468,5732,8494,8807,7020,1933,2586
Phatr3_J46736,1070,1151,628,951,888,945,815,876
Phatr3_J46737,576,568,643,500,963,723,1026,1058
Phatr3_J46738,1225,801,910,932,1201,1212,3678,3599
Phatr3_J13445,538,508,507,578,637,516,819,759
Phatr3_J8132,219,230,279,292,269,261,445,526
Phatr3_EG02005,179,31,201,253,98,227,237,275
Phatr3_EG02008,58,45,67,131,47,127,124,162
Phatr3_J36770,195,119,179,260,358,263,448,490
Phatr3_J36771,64,67,65,118,113,77,83,107
Phatr3_J46740,759,550,491,573,667,525,618,688
Phatr3_J46741,848,629,372,458,589,523,887,857
Phatr3_J46742,148,143,249,350,566,409,1067,1123
Phatr3_J46743,9,6,19,32,65,7,1197,1448
Phatr3_J36776,293,205,167,186,240,288,250,353
Phatr3_J28181,360,268,191,251,319,351,280,350
Phatr3_J46746,209,98,126,166,194,190,597,477
Phatr3_J46747,107,83,70,50,90,83,1464,1771
Phatr3_J52110,79,77,52,48,74,49,190,206
Phatr3_J13382,1897,2035,2091,3514,3246,2886,698,946
Phatr3_J46750,1288,1168,1050,1179,1432,1090,644,794
Phatr3_EG00794,978,656,830,670,888,689,993,980
Phatr3_J46752,1731,1640,640,695,893,702,961,931
Phatr3_J46753,789,613,562,670,852,724,502,573
Phatr3_J13424,1811,1468,2063,3363,2793,2625,1793,1917
Phatr3_EG00862,2329,1987,1687,2790,2935,2292,1848,2272
Phatr3_J36789,136,164,136,180,188,132,176,125
Phatr3_J28191,452,405,310,453,732,397,337,331
Phatr3_EG00865,21,6,23,19,40,16,14,25
Phatr3_J46758,650,745,517,855,1005,558,674,773
Phatr3_EG00797,675,717,450,779,793,565,625,727
Phatr3_J36794,15,25,10,28,28,11,44,49
Phatr3_J13428,938,1073,381,633,740,664,284,274
Phatr3_J21073,4340,6166,4771,7107,7723,4614,1441,2015
Phatr3_J13230,183,274,181,164,165,134,548,532
Phatr3_J46762,925,718,457,580,648,637,793,725
Phatr3_J46763,2039,3251,260,254,367,203,1745,2124
Phatr3_J46764,1059,804,623,612,809,767,1216,1236
Phatr3_J36801,682,611,976,1046,1035,1026,2010,2148
Phatr3_J46766,1896,1711,1728,2288,2095,1981,875,1118
Phatr3_J46767,517,356,491,710,714,576,393,398
Phatr3_J46768,173,137,204,351,438,263,487,479
Phatr3_J28202,2918,2426,2490,2918,2948,2773,1680,2078
Phatr3_J46770,776,521,511,654,703,715,2858,2929
Phatr3_EG00841,1715,1385,808,1369,1451,1332,1351,1640
Phatr3_J36808,714,443,391,419,612,548,698,781
Phatr3_J13233,1233,1237,802,929,1566,1166,3951,3705
Phatr3_J54642,15685,13858,10535,15652,16770,12627,11158,12852
Phatr3_J46775,453,428,628,617,852,675,1091,1249
Phatr3_EG00849,611,674,492,927,997,774,890,1093
Phatr3_EG00795,29,20,29,21,48,41,36,29
Phatr3_J46777,350,274,297,313,372,355,208,230
Phatr3_J54643,435,397,356,316,373,380,604,618
Phatr3_J46779,2900,1802,2080,2050,2047,1977,4926,4872
Phatr3_J46780,1256,1333,1347,1877,2223,1510,1256,1417
Phatr3_EG00786,1217,1042,1142,1782,1952,1251,375,421
Phatr3_EG00848,0,0,0,0,0,0,0,0
Phatr3_J13261,299,267,273,463,410,429,117,161
Phatr3_J46782,501,365,425,504,475,582,396,517
Phatr3_J46783,2145,1575,1625,1897,1591,1827,4800,4924
Phatr3_J36821,1198,513,1264,1499,1307,1327,5189,5486
Phatr3_EG00810,1932,1805,2069,2481,2673,1655,772,1129
Phatr3_J46785,599,538,764,836,1047,865,585,727
Phatr3_J28215,804,680,457,640,665,619,444,565
Phatr3_J13402,652,474,522,577,590,516,156,227
Phatr3_J28219,4124,3682,3316,4289,4318,3818,2275,2835
Phatr3_J13281,259,353,83,76,74,114,62,87
Phatr3_J36828,144,156,127,124,177,139,225,287
Phatr3_J28222,1696,2169,970,1304,1770,743,3875,4968
Phatr3_J36830,525,492,495,712,837,612,437,637
Phatr3_J46790,2613,2695,2313,2988,3348,2434,1817,2188
Phatr3_J8230,3104,3274,4059,4872,5237,4734,1439,1752
Phatr3_J46792,891,1022,1244,1784,1623,1164,491,598
Phatr3_J46793,469,453,429,629,711,421,197,237
Phatr3_J46794,432,336,242,379,342,364,220,242
Phatr3_J46795,414,315,390,270,338,329,382,598
Phatr3_EG00807,0,0,0,0,0,0,0,0
Phatr3_J46796,274,404,185,210,454,213,7096,7290
Phatr3_J46797,707,563,577,590,553,520,596,650
Phatr3_EG00835,568,469,391,440,415,410,1317,1408
Phatr3_EG02009,288,308,215,333,314,260,264,229
Phatr3_EG02007,1125,983,1499,1460,1860,1383,814,1096
Phatr3_J36840,26,66,47,33,129,17,125,178
Phatr3_J13360,508,578,412,638,636,494,241,309
Phatr3_EG00808,102,112,48,83,115,52,40,69
Phatr3_EG00825,0,0,0,0,0,0,0,0
Phatr3_J13538,388,642,281,326,598,354,351,427
Phatr3_J36842,2324,1731,808,923,1276,919,1577,1915
Phatr3_EG00856,626,615,540,404,658,399,1629,1536
Phatr3_J36843,872,871,1191,556,1001,421,11516,11391
Phatr3_J36844,167,205,349,520,703,318,1011,1037
Phatr3_J46802,1345,1255,1086,1456,1538,1253,2333,2695
Phatr3_J36846,1487,1098,1428,1651,2021,1459,1696,1938
Phatr3_J36847,201,208,191,197,279,263,282,271
Phatr3_J36848,1756,1558,509,591,896,649,800,1077
Phatr3_EG00813,0,0,0,0,0,0,0,0
Phatr3_EG00798,46,58,8,26,41,25,28,30
Phatr3_J46805,362,271,331,225,259,234,3720,3669
Phatr3_EG00811,168,235,133,215,135,159,193,202
Phatr3_J46806,1383,969,819,1138,964,983,1112,1245
Phatr3_J28234,13515,14372,16624,17983,18579,18120,4882,6029
Phatr3_J46808,896,838,1612,1076,1073,745,725,821
Phatr3_EG00800,28,9,148,27,26,18,3,2
Phatr3_EG00805,2337,1373,2071,1357,1966,1481,1484,1445
Phatr3_J28237,1625,1003,853,1603,1315,1243,440,572
Phatr3_EG00853,20,21,28,18,18,5,2,9
Phatr3_J51005,2143,1384,1285,1377,1385,1421,794,859
Phatr3_EG00802,0,0,0,0,0,0,0,0
Phatr3_J21116,3487,4233,1372,3578,3582,2969,1015,1341
Phatr3_J46813,180,188,59,93,150,87,275,304
Phatr3_J13534,316,345,132,217,149,207,123,133
Phatr3_J51007,549,711,191,170,161,149,241,252
Phatr3_J46816,2356,2001,2123,2591,2503,2513,909,1130
Phatr3_J46817,797,644,636,680,722,701,831,800
Phatr3_J46818,688,465,637,719,722,826,742,770
Phatr3_J46819,750,397,128,149,188,96,165,190
Phatr3_J28245,838,396,63,64,144,70,251,266
Phatr3_J46821,17,20,5,22,17,4,13,35
Phatr3_J46822,12,7,8,22,31,22,130,144
Phatr3_EG00804,0,0,0,0,0,0,7,6
Phatr3_J46823,693,543,401,564,554,620,1665,1505
Phatr3_J1155,557,523,518,546,869,611,585,730
Phatr3_EG00799,0,0,0,0,0,0,0,0
Phatr3_J46825,11835,9131,12356,14044,16611,13815,15094,18869
Phatr3_J21122,2452,3212,2611,4902,4643,3997,890,1207
Phatr3_EG00821,0,0,0,0,0,0,0,0
Phatr3_J46827,692,514,440,435,513,493,1039,1181
Phatr3_J46830,1294,1267,1233,2505,2041,1786,2111,2381
Phatr3_EG00852,0,0,0,0,0,0,0,0
Phatr3_EG00818,56,21,96,65,74,72,1203,1252
Phatr3_J13232,333,110,60,84,78,72,358,418
Phatr3_J36877,373,299,102,223,255,223,178,253
Phatr3_J46833,366,263,294,272,315,348,285,295
Phatr3_J46834,3467,3047,3185,3506,3934,3341,2283,2622
Phatr3_EG00828,60,46,73,113,129,58,79,129
Phatr3_J36880,206,206,175,230,176,152,236,310
Phatr3_J36881,883,566,594,644,639,650,701,713
Phatr3_J13386,318,257,265,236,328,269,111,220
Phatr3_EG00815,300,209,322,341,349,322,176,194
Phatr3_J46837,1614,1738,634,801,827,880,369,337
Phatr3_J46838,1673,1305,1156,1489,1431,1188,376,488
Phatr3_J13309,328,382,199,193,253,176,136,151
Phatr3_EG00812,526,497,467,653,585,552,557,610
Phatr3_J21135,1068,897,911,930,994,908,874,1085
Phatr3_EG02001,12,40,19,39,45,6,35,48
Phatr3_EG02002,645,618,635,716,751,509,6538,7041
Phatr3_J46842,542,405,429,578,657,606,3834,3867
Phatr3_J46843,566,625,470,580,832,611,405,540
Phatr3_J54656,288,242,887,517,840,304,1648,1805
Phatr3_J7553,265,221,217,226,263,218,582,587
Phatr3_J36891,650,555,642,633,1036,649,4420,4428
PTsRNA00020a,0,0,0,0,0,0,0,0
Phatr3_J36892,504,412,447,421,587,425,1295,1414
Phatr3_J46846,429,692,99,123,100,105,175,168
Phatr3_J46847,1042,967,666,851,1043,847,407,533
Phatr3_J46848,378,499,145,238,191,201,203,175
Phatr3_J54658,20,55,85,49,63,12,4279,5015
Phatr3_J36897,407,501,111,120,135,156,218,279
Phatr3_J46850,575,182,559,747,521,810,2757,2632
Phatr3_J36899,176,129,137,146,146,156,325,357
Phatr3_J46851,235,191,194,180,174,170,1281,1217
Phatr3_J46852,370,220,565,442,589,374,1343,1450
Phatr3_J46853,1425,1135,911,933,1095,895,1430,1492
Phatr3_J36903,262,262,384,357,376,246,194,351
Phatr3_J46854,269,218,245,277,281,254,370,483
Phatr3_J46855,430,417,412,427,435,355,391,570
Phatr3_J36906,716,612,575,642,701,601,482,554
Phatr3_EG02006,2175,1224,1741,1973,2258,2007,1914,1955
Phatr3_EG02003,0,0,0,0,1,1,29,23
Phatr3_J21147,221,299,179,343,318,261,260,316
Phatr3_EG00833,80,105,105,94,119,33,38,151
Phatr3_J46858,1396,1514,1456,1635,1869,1173,480,756
Phatr3_J13361,1754,2320,1771,2152,2599,1352,448,765
Phatr3_EG00860,0,0,0,0,0,0,0,0
Phatr3_J13322,1063,918,1289,1327,1187,1225,3191,3522
Phatr3_J13459,1204,1125,952,1314,1351,1081,803,1089
Phatr3_J36913,3495,7165,1637,2165,2372,2079,3696,4626
Phatr3_J46862,1207,1083,845,935,862,926,746,900
Phatr3_J36915,245,287,133,171,229,174,187,330
Phatr3_J46863,1596,1118,1048,1214,1324,1178,1395,1424
Phatr3_EG00842,0,0,0,0,0,0,0,0
Phatr3_J46865,178,185,107,194,207,160,309,402
Phatr3_J46866,811,646,728,835,917,817,857,890
Phatr3_J46867,947,629,1582,436,558,507,4628,4257
Phatr3_J13294,208,147,165,205,205,209,284,317
Phatr3_J36922,1016,753,711,831,931,946,868,943
Phatr3_J46869,1700,1342,1122,1426,1567,1365,1760,1871
Phatr3_EG00834,0,0,0,0,0,0,0,0
Phatr3_J46871,1418,1369,973,1452,1593,1226,884,944
Phatr3_J46872,2612,2175,1435,2337,2867,2007,4210,5654
Phatr3_J36927,327,376,221,236,212,146,161,263
Phatr3_EG00854,25,23,28,21,20,15,48,32
Phatr3_J36928,126,147,127,155,150,102,247,276
Phatr3_J13240,392,430,314,540,642,400,399,620
Phatr3_J28285,837,792,411,579,481,557,1176,1252
Phatr3_J46877,854,614,485,663,673,739,1088,1342
Phatr3_J36932,2604,2623,1505,3066,3151,2549,824,995
Phatr3_J46878,794,723,790,1257,1302,950,565,654
Phatr3_J5396,1386,1088,606,993,1258,1190,666,696
Phatr3_J46880,1345,1444,946,1611,1864,1268,1110,1338
Phatr3_J46881,756,1422,504,948,1922,641,697,728
Phatr3_J46882,226,253,159,222,353,188,412,478
Phatr3_J46884,1888,1833,592,828,823,836,1268,1385
Phatr3_J36940,553,607,484,610,657,577,520,615
Phatr3_J13237,1160,900,1060,1092,1263,1129,866,907
Phatr3_J52135,266,307,228,247,291,248,594,646
Phatr3_J2089,1144,826,727,996,1232,1054,1113,1186
Phatr3_J13395,507,434,347,461,523,345,465,587
Phatr3_J46888,804,713,452,562,639,499,865,896
Phatr3_J46889,78,51,103,86,75,81,95,160
Phatr3_J46890,138,114,67,83,108,99,112,172
Phatr3_EG00820,338,244,252,333,331,254,273,269
Phatr3_J46891,1875,1364,1098,1210,1383,1297,1112,1219
Phatr3_J4286,226,249,313,399,547,307,348,406
Phatr3_EG02297,736,572,608,498,604,619,307,468
Phatr3_J13417,1477,1326,1198,1554,1522,1393,1038,1185
Phatr3_J46895,957,594,689,716,779,793,2090,2272
Phatr3_J46896,54,76,42,101,105,87,114,117
Phatr3_J46897,5321,5949,7595,8317,9199,7344,2357,3180
Phatr3_J36955,267,252,278,282,225,262,125,200
Phatr3_J36956,65,61,85,78,74,62,71,89
Phatr3_J46898,181,129,137,108,167,104,226,255
Phatr3_EG02298,2624,2478,1558,1720,2095,1550,1766,2212
Phatr3_J46901,339,265,216,314,483,329,514,505
Phatr3_J21181,1085,1040,1097,1170,1016,1197,423,537
Phatr3_J46903,2164,1511,1405,1746,1838,1715,1172,1429
Phatr3_J52139,131,147,124,132,162,131,126,117
Phatr3_J46904,2070,1948,1112,1206,1544,1392,1679,2042
Phatr3_J46905,2754,1833,1570,1645,2306,2181,9296,9624
Phatr3_J46906,916,766,908,1121,1262,989,682,815
Phatr3_J13326,978,675,877,879,759,739,569,646
Phatr3_EG02527,8775,7915,10763,16778,17317,12217,1972,2682
Phatr3_EG00844,0,0,0,0,0,0,0,0
Phatr3_J46908,2471,1608,1042,1410,1662,1348,756,1048
Phatr3_J36969,722,493,552,532,634,564,1084,1205
Phatr3_J36970,722,532,418,483,400,520,1968,1839
Phatr3_EG00782,1413,883,1004,1145,1258,1202,1413,1359
Phatr3_J13526,393,394,279,392,344,326,457,354
Phatr3_J36973,105,79,57,41,60,65,358,404
Phatr3_EG00792,549,445,368,337,320,455,311,288
Phatr3_J46912,1667,1227,1057,1166,1159,1161,791,846
Phatr3_J46913,47,38,30,47,55,24,4476,4278
Phatr3_J36976,1554,1369,714,915,1189,884,12073,12279
Phatr3_J2957,728,645,495,694,850,831,1084,1154
Phatr3_J46917,34625,31413,22324,35258,35640,27296,11048,14161
Phatr3_J13253,1485,1171,1501,1830,2295,1783,768,860
Phatr3_J36981,204,168,515,467,569,211,3347,3440
Phatr3_J46920,648,383,443,549,553,561,2231,2149
Phatr3_J46921,777,623,647,619,732,707,1741,1632
Phatr3_J46922,2826,2084,1630,1806,2024,1917,1793,2041
Phatr3_J46923,121,106,56,112,98,86,134,162
Phatr3_J46924,520,391,389,436,418,375,309,375
Phatr3_J36987,0,0,0,0,0,0,0,0
Phatr3_J36988,0,0,0,0,0,0,0,1
Phatr3_EG00787,0,0,0,0,1,0,0,0
Phatr3_EG00824,0,0,0,0,0,0,0,0
Phatr3_J46925,2130,1866,1772,2178,2268,2042,508,588
Phatr3_J36990,9,8,0,3,4,2,7,21
Phatr3_J46926,1141,686,918,949,1119,1064,2932,3064
Phatr3_J36992,2,0,4,0,0,1,14,12
Phatr3_J36993,326,289,415,645,646,539,927,964
Phatr3_J21198,520,420,585,649,657,550,356,477
Phatr3_J36995,474,415,312,488,465,433,219,224
Phatr3_J46928,467,368,204,201,225,246,221,209
Phatr3_J46929,1481,865,928,828,841,1181,2686,2234
Phatr3_J46930,426,433,227,391,453,384,545,572
Phatr3_J4994,858,565,1146,1095,1257,1477,2690,2788
Phatr3_J1946,246,168,196,278,298,276,1089,1189
Phatr3_J46933,65,50,48,136,130,94,110,146
Phatr3_J21201,2633,3297,3063,4932,4432,3424,1171,1423
Phatr3_J46935,1318,1102,947,1144,1094,1216,2911,3148
Phatr3_EG00845,0,0,0,0,0,0,0,0
Phatr3_J46937,1393,1052,2572,1998,1787,1817,17813,19920
Phatr3_EG00785,115,121,75,57,76,74,33,56
Phatr3_J37006,212,138,88,115,70,115,57,62
Phatr3_J46938,210,164,217,186,197,190,657,652
Phatr3_J46939,567,454,369,538,581,494,488,552
Phatr3_J37009,705,560,489,464,497,525,479,587
Phatr3_J13333,262,218,190,231,265,225,423,431
Phatr3_J13320,1184,1022,875,1197,1292,875,577,802
Phatr3_J46942,263,164,224,225,230,201,2646,2794
Phatr3_J46943,49,49,61,62,60,53,365,457
Phatr3_J13255,499,571,173,247,316,250,419,573
Phatr3_J46945,2763,2691,1939,2540,2778,2336,883,1222
Phatr3_EG00781,359,288,224,241,320,321,311,304
Phatr3_J46947,29,27,30,52,78,36,148,134
Phatr3_J37018,883,794,902,980,1019,821,482,642
Phatr3_J28331,397,393,224,353,424,333,377,513
Phatr3_J37020,224,179,179,169,205,155,228,282
Phatr3_J46949,29,13,9,13,20,6,1386,1401
Phatr3_J46950,805,603,768,697,869,979,603,807
Phatr3_J46951,264,224,159,204,206,252,621,746
Phatr3_J46952,173,120,77,125,122,153,231,230
Phatr3_J46953,52,53,69,117,151,65,1005,968
Phatr3_J46954,250,164,139,171,162,163,162,139
Phatr3_J37027,11,24,6,15,9,10,0,2
Phatr3_J37028,0,0,0,0,0,0,0,0
Phatr3_J37029,0,0,4,0,0,3,0,0
Phatr3_EG00819,0,2,0,0,0,0,1,0
Phatr3_EG00830,0,0,0,0,0,0,0,0
Phatr3_EG00814,0,0,0,0,0,0,0,0
Phatr3_EG00832,0,0,0,0,0,0,0,0
Phatr3_J37030,0,0,0,0,0,0,0,0
Phatr3_EG00796,0,0,0,0,0,0,0,0
Phatr3_J21207,147,126,105,164,207,158,129,121
Phatr3_J7525,2,1,3,2,10,4,1,0
Phatr3_J51017,360,287,267,316,344,349,272,282
Phatr3_J46957,2,1,1,3,1,1,11,5
Phatr3_EG02057,3233,3253,3544,3055,3613,3489,998,1231
Phatr3_EG02055,187,148,247,232,315,189,61,79
Phatr3_EG01204,1838,1550,1330,1533,1556,1553,2703,2576
Phatr3_J46959,288,326,339,447,722,485,1999,2062
Phatr3_J13835,1278,1302,504,991,876,793,2005,1935
Phatr3_J37038,0,1,2,5,0,6,85,139
Phatr3_J13752,283,199,241,292,222,209,517,572
Phatr3_J13587,3355,2958,2564,3191,3657,2892,20752,22427
Phatr3_J46963,515,390,725,639,765,478,1505,1933
Phatr3_J37042,309,311,222,311,297,302,613,603
Phatr3_EG01159,303,316,317,431,412,296,359,368
Phatr3_J37043,1104,935,847,955,1069,907,1047,1126
Phatr3_J46965,343,327,384,364,435,435,1016,1108
Phatr3_J28348,907,762,872,1196,1103,864,1571,1809
