gene_name,Asn_1,Asn_2,Asn_3,Nitrate_1,Nitrate_2,Nitrate_3,Ni_N1,Ni_N2,Ni_N3,Ni_SM1,Ni_SM2,Ni_SM3
Phatr3_J38865,25,23,31,16,10,23,24,9,19,10,32,59
Phatr3_J38866,95,48,118,30,49,57,39,53,55,56,83,103
Phatr3_EG02261,2825,3338,3844,1511,3080,654,3404,2543,4161,895,1066,2264
Phatr3_J29551,482,474,607,303,658,299,597,592,838,549,649,1278
Phatr3_J48420,3842,2973,4621,2300,2527,2739,2418,2682,4347,600,830,1083
Phatr3_J15060,181,125,284,225,175,117,149,194,272,1570,1770,6699
Phatr3_EG00528,84,31,85,85,63,37,74,68,112,194,144,495
Phatr3_J48422,1528,874,1915,909,1218,1075,1221,900,1579,886,1007,2798
Phatr3_EG00561,1211,935,1731,734,701,449,832,997,1340,808,922,1934
Phatr3_J48423,2558,2980,2327,1324,3427,537,3099,2540,5177,720,874,1184
Phatr3_J48425,37,96,65,15,84,51,85,27,53,78,132,223
Phatr3_J48426,2515,2456,2985,1963,2528,1348,2669,2470,3526,1404,1742,2585
Phatr3_J48427,733,814,1137,585,813,588,719,589,906,773,932,1934
Phatr3_J38878,636,578,688,441,576,482,706,539,693,437,526,1061
Phatr3_J38879,2462,1595,3602,1104,1132,1729,1705,1369,1990,448,541,1307
Phatr3_J14915,1812,1670,2400,1533,2052,776,2084,1919,2725,699,949,1481
Phatr3_J38881,866,1153,963,252,461,19,450,465,698,146,201,353
Phatr3_J48430,1156,1163,1244,690,916,194,856,777,1317,349,322,676
Phatr3_J29561,663,603,868,584,630,404,628,625,899,568,641,1326
Phatr3_EG00534,192,143,154,85,129,134,136,138,177,112,100,241
Phatr3_J14899,296,338,494,234,315,212,354,269,376,227,301,491
Phatr3_EG00556,947,957,1096,622,842,190,903,862,1332,592,710,1430
Phatr3_J38884,475,296,386,624,749,491,635,578,931,299,328,314
Phatr3_EG00549,3116,1907,4444,2417,2982,2326,3085,2825,3742,1311,1386,4057
Phatr3_J38886,805,587,1047,612,605,326,571,575,880,289,424,922
Phatr3_J54907,699,372,813,534,507,290,579,528,768,382,433,1074
Phatr3_J48434,5166,2845,7681,3986,2905,3610,4418,3349,3644,1287,1483,6143
Phatr3_J48435,1634,1352,2237,922,1040,1395,1676,989,1521,2582,2933,3895
Phatr3_J48436,3235,2573,3705,2685,2620,2409,3215,3110,4774,2891,3405,5501
Phatr3_J38891,2007,2368,2753,1215,1863,785,1927,1700,2581,899,1052,2468
Phatr3_J38892,378,304,545,241,246,200,319,266,374,1069,1042,2372
Phatr3_J38893,412,333,629,452,365,290,425,368,520,565,672,1203
Phatr3_J48438,44,65,61,19,69,67,69,25,59,106,156,395
Phatr3_J48439,818,739,998,543,781,522,895,743,1039,649,788,1303
Phatr3_J14927,459,595,592,351,686,347,655,400,668,274,420,365
Phatr3_J14898,7935,6358,9456,7987,8978,5645,9714,8283,12757,2564,3039,5543
Phatr3_J14962,282,299,396,177,293,156,311,300,423,255,286,558
Phatr3_J38899,317,284,556,230,252,183,325,297,350,570,771,1443
Phatr3_J48444,259,192,311,87,88,95,134,172,215,156,207,220
Phatr3_EG00545,159,97,241,62,68,72,64,82,159,88,102,185
Phatr3_J48445,3560,3430,5847,569,547,392,586,694,851,622,721,1546
Phatr3_J48446,2031,2575,2831,209,410,175,424,473,537,223,317,383
Phatr3_J38903,0,0,0,0,0,2,1,3,1,3,0,0
Phatr3_EG00521,0,0,0,0,0,0,0,0,0,0,1,1
Phatr3_J48447,309,318,485,245,275,234,284,288,382,777,759,1909
Phatr3_EG02264,2894,2448,4064,1458,1670,1333,1930,1977,2537,1445,1645,3543
Phatr3_EG02490,1666,1586,2250,1297,1763,1566,1972,1461,2229,1001,1305,2269
Phatr3_EG00554,867,700,1313,285,226,65,326,418,425,175,141,704
Phatr3_EG02489,695,683,1059,289,373,71,383,430,586,162,132,325
Phatr3_J38908,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48451,2680,1589,3523,3016,2119,1997,2615,2368,2696,1427,1430,5133
Phatr3_J22453,1506,1058,2126,1103,1157,1277,1445,1230,1646,1690,1832,4562
Phatr3_J14922,2116,1402,2351,1583,1791,1516,2001,1862,2566,2517,2681,6684
Phatr3_J48454,284,185,402,225,235,190,230,218,322,593,527,1854
Phatr3_J48455,612,461,797,438,503,432,509,508,736,502,566,1120
Phatr3_J48456,926,587,1162,809,952,1113,980,1026,1660,695,730,1148
Phatr3_J48457,1424,1168,1961,1042,1260,764,1332,1203,1793,982,1209,2248
Phatr3_J38916,329,261,306,275,327,263,275,369,518,456,575,926
Phatr3_J38917,380,252,640,321,255,337,335,304,423,603,743,2262
Phatr3_EG00522,1383,838,1465,1113,1162,851,1778,924,933,468,494,1658
Phatr3_EG00547,2056,1080,3296,1698,1044,1378,1450,1332,1776,350,497,2024
Phatr3_J52412,1705,1275,2182,924,1327,1046,1275,1313,1933,1227,1505,3601
Phatr3_EG00551,727,690,944,353,464,328,638,427,810,3403,4051,7156
Phatr3_J22459,1628,1565,1892,968,1300,740,1298,1231,2131,1380,1483,3024
Phatr3_J48461,274,241,367,256,144,158,118,144,263,616,769,1464
Phatr3_J15019,625,895,805,320,434,40,375,432,701,179,257,332
Phatr3_J48463,530,285,591,303,343,337,356,371,611,191,321,378
Phatr3_J38924,232,150,292,128,152,209,148,138,240,72,118,162
Phatr3_J48464,1118,1115,1631,985,1127,385,1181,1149,1682,440,532,1418
Phatr3_J7656,862,632,1041,493,621,464,649,665,866,386,431,659
Phatr3_J38927,390,280,637,415,357,340,371,389,525,251,369,725
Phatr3_J38928,1255,839,1253,1456,1444,751,1310,1456,2007,464,615,1252
Phatr3_J38929,274,311,360,205,412,232,536,350,564,418,605,826
Phatr3_J38930,546,529,788,348,429,162,364,348,561,180,333,554
Phatr3_J38931,3545,2485,4906,2658,3365,1716,3365,3014,4062,1800,1967,5633
Phatr3_J3145,834,585,1000,492,554,545,688,697,990,617,692,1254
Phatr3_J48468,558,518,594,392,702,554,849,608,911,460,584,770
Phatr3_J38934,0,2,8,5,5,5,11,3,14,25,15,6
Phatr3_J48469,86,67,91,79,135,74,110,103,148,158,194,320
Phatr3_J48470,767,624,842,412,566,418,621,561,874,568,675,1018
Phatr3_J38937,780,361,1074,352,333,473,456,476,585,410,430,958
Phatr3_J48471,992,749,1249,514,671,654,813,682,952,530,580,1261
Phatr3_J3182,1986,1489,2689,1045,1286,1140,1299,1319,1734,819,949,2381
Phatr3_J48473,509,343,611,289,255,318,292,303,338,242,309,973
Phatr3_EG00558,1366,795,1543,706,883,815,1002,861,1169,694,762,1192
Phatr3_J4674,284,215,406,263,275,211,359,276,389,357,437,867
Phatr3_J14917,285,263,349,260,349,46,356,367,570,328,372,732
Phatr3_J48476,2192,2159,3034,1963,2435,1714,2782,2312,3232,671,947,1505
Phatr3_EG00544,3701,2183,4110,2816,3732,3491,4288,4047,6056,808,1020,1523
Phatr3_J14990,1671,1644,2089,1524,2000,1056,1849,1753,2714,2093,2345,3720
Phatr3_J38946,77,93,153,94,168,176,238,176,246,730,602,1223
Phatr3_J3351,206,327,256,68,135,1,135,99,219,228,270,886
Phatr3_J38948,638,296,689,644,507,352,506,458,660,574,616,1804
Phatr3_J48479,2057,1389,2642,1222,1346,790,1531,1566,2206,1477,1507,3500
Phatr3_J15068,19050,20861,24203,16530,22902,16101,23292,20117,31052,5596,6789,10450
Phatr3_J48481,1314,648,1637,1145,992,1300,1179,1114,1841,362,432,693
Phatr3_J48482,804,752,859,610,1038,467,1261,777,1276,5894,6171,11068
Phatr3_J48483,584,489,998,427,463,267,858,601,896,755,782,1616
Phatr3_J48484,448,358,652,461,502,327,551,469,644,4332,4847,11327
Phatr3_J29606,458,435,623,476,458,357,462,504,688,857,1006,2411
Phatr3_EG00564,341,357,632,201,266,263,277,216,293,493,507,949
Phatr3_J48485,1771,1007,1801,1035,1284,1116,1291,1103,1645,1067,1215,2007
Phatr3_J48486,208,233,217,78,93,3,66,79,133,19,22,109
Phatr3_J38958,286,221,374,278,224,221,263,213,357,185,190,201
Phatr3_J5527,335,275,394,258,312,246,364,328,453,199,314,410
Phatr3_J29608,218,216,367,170,217,125,225,205,272,120,159,284
Phatr3_J48488,296,252,306,250,392,334,380,327,542,154,229,200
Phatr3_EG00563,443,448,651,234,298,166,350,267,358,634,814,1810
Phatr3_EG00550,190,141,232,164,179,90,168,133,231,166,224,337
Phatr3_J54915,279,211,343,204,231,175,187,138,259,243,274,371
Phatr3_J48489,932,1014,1170,650,786,205,813,840,1131,473,601,1030
Phatr3_J38963,130,106,195,105,139,174,144,128,192,243,375,409
Phatr3_J48490,120,80,186,134,98,188,125,118,162,744,781,2458
Phatr3_J38965,511,323,537,355,451,201,481,388,437,1743,1683,4166
Phatr3_J38966,413,241,547,305,243,180,305,316,439,1744,1622,5863
Phatr3_J48491,147,141,199,155,192,230,187,172,411,121,151,369
Phatr3_J48492,427,453,552,388,766,383,669,648,1153,520,555,976
Phatr3_EG00526,1,0,0,3,0,0,0,0,0,0,1,1
Phatr3_EG00546,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48493,1828,1439,2149,1190,1655,1005,1485,1459,2482,1492,1973,3583
Phatr3_EG01964,4,1,3,0,0,1,0,0,1,3,8,26
Phatr3_EG01969,7,3,9,18,25,2,25,16,17,8,15,18
Phatr3_J48494,808,614,908,354,533,525,678,507,946,157,262,465
Phatr3_J48495,1900,1497,2299,744,1632,1241,1843,1492,2338,398,615,909
Phatr3_J48496,831,854,1321,355,576,530,831,645,1001,252,355,733
Phatr3_J38974,163,139,178,78,158,88,143,108,151,156,156,295
Phatr3_J48497,1491,1009,1959,952,1050,778,1235,1073,1401,1302,1407,3572
Phatr3_EG00507,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48498,343,283,506,241,281,178,271,246,316,377,417,999
Phatr3_EG00493,0,0,0,0,4,0,0,0,0,0,0,0
Phatr3_EG00495,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00496,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00502,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J38977,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J38978,0,1,0,0,1,2,3,2,1,5,0,9
Phatr3_EG00482,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG02254,0,0,0,0,0,1,2,0,0,4,5,33
Phatr3_EG00514,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00515,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J7018,2897,2279,4452,2639,2776,2358,3011,2643,3931,1428,1736,3164
Phatr3_J6697,423,392,650,462,366,350,408,388,506,474,489,1178
Phatr3_EG00468,1073,804,1603,632,805,717,844,887,1246,534,707,1463
Phatr3_J48502,885,726,1059,292,455,195,447,532,738,412,428,638
Phatr3_J38985,443,394,566,434,454,271,413,394,658,1045,930,2300
Phatr3_J7778,6452,5322,8019,3053,3765,3482,3723,3029,4669,1785,1914,5962
Phatr3_J1143,5744,4232,7074,3934,4115,2792,4608,4450,6461,12972,14461,31721
Phatr3_J48506,675,385,816,446,461,443,556,490,709,386,486,874
Phatr3_J48507,6285,5496,9254,6112,6674,4289,7540,5397,8026,1979,2810,4343
Phatr3_J48508,1643,1355,1988,1016,1451,370,1516,1262,2039,644,681,1297
Phatr3_J48509,593,415,650,625,553,519,429,484,876,727,812,1783
Phatr3_J48510,2119,2079,2409,2645,3019,1326,3200,2847,4557,960,1164,2515
Phatr3_J48511,1348,1020,1539,1006,1138,267,1863,1241,2296,7966,8691,20360
Phatr3_J48512,910,921,1109,841,1159,648,1199,863,1527,916,1103,1719
Phatr3_J38995,4,7,17,9,18,6,15,2,11,48,105,294
Phatr3_J29633,642,634,549,341,803,389,844,475,943,1327,1290,1688
Phatr3_J22510,1161,896,1226,545,800,278,831,773,1306,2818,2760,7207
Phatr3_J48515,324,275,380,202,345,201,341,339,432,248,218,617
Phatr3_EG00516,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00505,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00466,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00512,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00492,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00508,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00506,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J15186,3245,2059,2852,2302,3619,1066,3529,3631,5617,2062,2255,5952
Phatr3_J48517,2682,2423,2953,2244,2792,1486,2819,2828,4208,2178,2656,3153
Phatr3_J48518,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48519,1324,1127,1712,686,816,732,997,837,1270,1278,1338,3553
Phatr3_J48520,466,319,567,285,340,363,388,395,520,748,720,1701
Phatr3_EG02257,1891,2131,2640,741,931,106,972,1065,1540,1597,1728,5241
Phatr3_EG00494,5602,3101,7639,3820,2966,1820,3393,4288,5357,2324,2494,7402
Phatr3_EG00511,481,274,560,1894,492,139,532,285,204,69,94,39
Phatr3_J39006,42,36,70,32,26,47,44,44,58,64,83,304
Phatr3_J48523,1537,1035,2014,1130,1446,938,1510,1397,2188,894,1015,1829
Phatr3_J48524,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48525,577,461,778,376,505,349,505,439,722,990,1041,2253
Phatr3_J6834,2403,1574,2945,2719,2425,1058,2369,2888,4113,677,956,1590
Phatr3_J15134,204,162,247,213,217,100,206,200,313,2041,2289,4422
Phatr3_J48527,678,513,676,1588,2933,596,4010,1574,3089,731,1272,1564
Phatr3_J15125,3188,2652,3607,2104,3667,3059,4025,2607,4299,886,1415,1764
Phatr3_J48529,448,417,430,344,449,374,479,363,601,1037,1095,2458
Phatr3_J39015,1238,872,1363,949,928,878,1197,846,1424,673,713,1384
Phatr3_EG00467,38,33,53,35,16,21,15,37,16,216,223,619
Phatr3_J22525,3266,3612,5593,2900,3390,1501,3475,2847,4698,3348,4301,6108
Phatr3_J15229,2037,1590,2648,562,715,500,977,664,922,3831,4398,10745
Phatr3_J48533,330,279,354,400,561,485,716,539,877,538,618,912
Phatr3_J39019,298,277,341,215,244,36,330,343,443,250,280,640
Phatr3_EG02256,1626,1186,1990,1152,1436,835,1391,1279,1869,726,764,1878
Phatr3_J48536,1551,1512,2290,1214,1152,926,1252,1439,1981,1016,1255,3529
Phatr3_J15126,1195,1230,1361,597,1012,1184,997,1173,2279,462,534,988
Phatr3_J48538,3174,2083,4170,1882,2197,1001,2252,2670,3901,1379,1532,2950
Phatr3_J15089,962,1009,1108,1443,1900,1055,1864,1152,1765,879,1083,2309
Phatr3_J605,892,520,964,533,672,595,624,666,929,296,302,1072
Phatr3_EG00491,32626,26590,43753,32333,32778,25600,36933,27356,44322,9627,12536,18029
Phatr3_J54920,367,243,471,287,415,132,418,358,613,131,111,302
Phatr3_J48542,1641,1091,2196,1011,989,667,1216,1097,1512,1641,1830,4553
Phatr3_EG02488,1815,1168,2059,1141,1396,919,1444,1400,2154,1159,1294,3487
Phatr3_J48544,669,432,724,285,317,890,388,269,464,195,213,404
Phatr3_EG02487,1982,1499,2348,1208,1421,1373,1477,1437,2225,640,743,1258
Phatr3_J48546,365,288,424,184,344,359,347,339,536,471,485,968
Phatr3_EG00503,635,649,981,544,688,686,966,573,790,1409,1689,3289
Phatr3_J48547,931,698,1427,669,750,562,740,750,1119,634,715,1693
Phatr3_J29658,128,206,135,111,379,435,333,186,332,130,152,188
Phatr3_J29660,279,264,137,103,493,183,395,301,602,612,657,852
Phatr3_J52425,1984,1505,2533,1004,1187,1198,1470,1295,1785,1059,1187,2459
Phatr3_J15207,614,430,655,348,467,313,454,425,634,1399,1467,3426
Phatr3_J39038,868,573,1255,694,554,506,529,545,770,1080,1152,4249
Phatr3_J48552,1863,1404,2307,1938,1748,1508,1930,1946,3023,1709,1845,4018
Phatr3_J39040,159,160,254,181,182,123,186,204,209,143,176,303
Phatr3_J48553,8889,5842,12417,6652,7627,7182,10334,6931,11203,2401,2925,7497
Phatr3_EG00489,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00483,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48554,8663,1707,4325,6147,5691,2501,1623,3116,7641,456,1838,798
Phatr3_J48555,2318,2101,3301,1508,1595,1021,2434,1360,2021,516,864,939
Phatr3_J48556,1571,857,1828,906,773,827,703,990,1375,811,953,1729
Phatr3_J39045,316,94,312,89,72,86,55,100,140,132,161,242
Phatr3_J39046,2128,1358,2665,1075,977,388,943,1043,1584,735,932,1491
Phatr3_J48558,2561,1246,2662,1058,825,774,731,757,1318,435,691,1044
Phatr3_J39048,793,618,935,498,632,248,580,587,994,155,195,271
Phatr3_J48559,427,364,1006,473,454,531,529,299,467,245,396,656
Phatr3_EG00487,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00501,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48560,6,14,21,19,23,60,36,17,44,77,92,246
Phatr3_J29666,20,18,9,32,49,134,76,41,109,300,312,655
Phatr3_EG00480,0,0,3,0,2,3,2,1,5,3,8,0
Phatr3_J39052,1020,930,1165,609,857,348,1022,882,1203,748,978,1818
Phatr3_J15239,507,523,776,442,490,267,599,491,696,270,298,679
Phatr3_J48564,664,526,834,513,562,583,635,580,786,4579,4302,11097
Phatr3_J48565,569,513,999,408,371,508,389,439,595,825,1083,3936
Phatr3_EG00504,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J48566,89,72,84,44,87,75,63,82,94,140,156,211
Phatr3_J39057,294,263,497,332,326,166,317,221,362,291,430,570
Phatr3_J48567,414,352,518,265,378,305,339,272,440,428,556,720
Phatr3_J48568,367,457,526,355,515,254,552,368,615,298,301,624
Phatr3_J48569,322,300,526,310,454,325,573,408,540,180,302,473
Phatr3_J48570,654,779,1065,449,566,518,669,439,733,999,1324,1303
Phatr3_J39062,532,364,679,368,282,201,384,474,733,850,798,2072
Phatr3_J48572,770,558,756,328,325,344,438,490,860,634,816,1107
Phatr3_J48573,4798,4033,6099,3433,3989,4029,4493,3708,6394,1064,1330,2086
Phatr3_J39065,1256,888,1914,1278,1201,1706,1326,1168,1617,494,611,1075
Phatr3_J39066,277,218,377,288,297,141,262,245,316,326,338,458
Phatr3_J48574,960,550,1384,774,599,401,606,727,867,2056,1960,7892
Phatr3_J48575,815,580,875,779,890,763,965,874,1166,1838,2012,3992
Phatr3_J5617,782,525,993,654,713,674,731,750,1042,727,892,1644
Phatr3_EG02258,2080,1613,3792,2151,1756,1042,2478,1874,2516,2768,3116,11545
Phatr3_EG00471,214,160,340,175,203,97,217,148,184,115,140,298
Phatr3_EG00477,4,12,29,11,10,31,20,11,13,10,22,50
Phatr3_J48580,795,755,984,603,940,599,952,844,1284,522,632,1184
Phatr3_J39074,315,240,492,231,197,244,262,285,322,1052,1147,2523
Phatr3_EG00465,6,2,2,0,2,0,4,2,5,0,0,0
Phatr3_J48581,0,0,0,0,0,0,0,0,0,1,0,1
Phatr3_EG02255,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00499,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J15160,195,175,227,116,182,107,210,191,254,235,260,703
Phatr3_J39079,188,180,278,204,255,159,211,147,219,156,194,427
Phatr3_J39080,783,718,1252,744,1023,791,947,802,1079,570,766,1371
Phatr3_J39081,227,210,306,210,141,160,149,205,240,143,140,480
Phatr3_J15264,4784,2909,7043,4969,4115,3645,4545,3758,4791,664,793,2283
Phatr3_J4423,3118,2184,4393,2063,2322,2188,3138,2679,3449,1064,1330,3229
Phatr3_EG01956,0,0,0,3,13,0,8,2,14,0,0,3
Phatr3_EG01955,26101,9719,14663,18611,37461,25632,36863,35361,56974,3596,4427,6616
Phatr3_J48587,602,417,850,400,459,537,508,397,535,439,567,1111
Phatr3_J22554,568,472,854,402,506,548,630,447,775,168,193,369
Phatr3_EG02260,484,311,621,201,333,288,395,376,575,251,247,796
Phatr3_J39088,122,77,168,70,81,87,134,107,164,322,358,964
Phatr3_J48590,478,350,586,761,936,461,943,810,1206,829,964,1455
Phatr3_J39090,968,815,1320,764,849,667,860,812,1198,632,667,1533
Phatr3_J48591,797,577,955,508,486,501,569,437,695,1269,1426,2742
Phatr3_J39092,1119,739,1282,636,832,508,1253,842,978,559,611,1153
Phatr3_J39093,455,394,1002,358,327,490,519,289,460,1789,2106,4424
Phatr3_J48594,529,546,756,275,344,374,410,303,577,1208,1484,3250
Phatr3_J39095,265,184,313,119,152,196,189,180,215,759,747,1831
Phatr3_EG00486,54,30,81,40,17,26,37,37,44,30,79,114
Phatr3_J48596,1453,811,1441,175,144,320,139,158,212,306,313,656
Phatr3_J48597,3990,1464,3390,184,197,97,143,191,300,384,428,1109
Phatr3_J39098,31,31,44,27,37,18,28,15,32,122,120,274
Phatr3_J48598,451,358,559,288,490,361,511,339,604,592,688,1453
Phatr3_J48599,396,321,494,304,359,289,397,336,475,3070,3009,8809
Phatr3_EG02485,1120,816,1677,1141,814,780,876,793,1181,2771,2880,13401
Phatr3_EG02486,787,840,863,404,792,551,1005,548,872,922,1174,2073
Phatr3_J48601,637,613,645,308,424,251,693,451,651,488,586,1055
Phatr3_EG00479,213,187,313,131,182,176,211,140,200,203,287,559
Phatr3_J48602,746,710,1114,249,361,113,438,376,575,158,217,641
Phatr3_J48603,558,479,684,318,477,394,544,527,734,592,601,871
Phatr3_J228,809,1056,982,568,1277,1314,1933,1144,1512,892,1009,1755
Phatr3_J48605,8,5,15,18,18,38,27,21,22,82,74,293
Phatr3_J39107,8,7,13,20,34,27,48,19,44,150,175,393
Phatr3_J48606,3379,2358,4457,2502,2249,3724,3430,2314,3617,1256,1352,2403
Phatr3_J39109,137,78,163,82,124,127,106,74,135,138,170,254
Phatr3_J48607,950,789,942,494,511,518,575,454,749,1023,1158,2025
Phatr3_J48608,459,530,698,179,219,368,296,214,299,1349,1570,3658
Phatr3_J48609,266,249,407,245,235,195,266,223,319,528,556,1477
Phatr3_J522,4777,4960,6101,2610,4855,753,4420,4071,6497,1593,1845,3353
Phatr3_J48611,1163,662,1463,701,944,603,957,996,1215,627,633,1535
Phatr3_J39115,192,156,262,205,214,228,248,219,399,80,86,225
Phatr3_J48612,450,266,515,294,213,489,220,402,456,115,128,297
Phatr3_J39117,736,526,885,494,525,899,553,633,816,220,271,711
Phatr3_J39118,202,197,257,125,252,157,212,231,285,449,503,1004
Phatr3_J48613,714,566,730,419,456,188,484,643,894,386,384,816
Phatr3_EG00484,858,624,912,621,582,766,531,540,1069,507,747,1066
Phatr3_J22568,520,427,724,369,338,357,512,512,781,630,644,1187
Phatr3_J48616,295,234,332,247,303,209,284,308,527,957,1136,1963
Phatr3_J54935,1566,1613,2459,1222,1489,1310,1602,1166,1855,969,1262,2347
Phatr3_J5145,960,821,1211,514,830,1606,1611,589,902,450,522,877
Phatr3_J29702,2681,2315,2837,1211,2283,2304,2715,1679,2970,1237,1448,2353
Phatr3_J39127,234,200,365,178,164,188,205,183,228,271,316,400
Phatr3_EG00473,0,0,1,0,0,1,0,2,0,6,3,0
Phatr3_J48620,881,693,1037,535,661,502,728,699,1079,580,646,1093
Phatr3_J39129,0,0,1,4,1,0,3,3,1,0,0,6
Phatr3_J48621,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00509,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J39131,1143,1056,1673,1261,1127,616,1306,1006,1431,616,805,1634
Phatr3_J48622,274,190,354,316,373,689,456,495,686,429,442,715
Phatr3_J39133,366,178,370,408,449,279,410,512,791,838,1007,1596
Phatr3_J48623,1303,998,2002,1055,1280,1155,1667,1324,1796,3017,3131,10887
Phatr3_J8000,2264,2227,3162,1454,1387,145,1119,1428,1903,870,942,2043
Phatr3_J48625,1260,1092,1642,1012,999,798,1455,872,1221,1357,1608,3787
Phatr3_EG00510,776,866,849,696,1014,703,1065,807,1339,3257,3385,5900
Phatr3_J48626,275,215,391,113,160,134,205,121,186,454,717,898
Phatr3_J29711,7195,6787,10042,4387,4654,5248,5730,4005,6178,2894,3773,5801
Phatr3_J48628,1035,898,1563,895,1038,828,1114,953,1386,416,550,1048
Phatr3_EG00517,268,365,341,78,113,30,116,138,213,108,63,228
Phatr3_EG01953,1071,758,1439,536,486,424,628,654,831,467,548,1050
Phatr3_EG01958,614,523,757,347,421,432,499,321,545,1080,1170,2313
Phatr3_EG00498,842,694,1004,795,842,824,889,663,924,543,557,1583
Phatr3_EG01957,655,543,738,1241,1453,1489,1694,1138,1481,1361,1451,3776
Phatr3_J48634,714,494,909,362,387,636,489,301,533,1326,1585,4089
Phatr3_J15211,5272,5792,6575,5145,7349,1609,7494,6330,10102,1820,2488,2687
Phatr3_J39147,277,183,304,170,234,71,214,210,295,134,169,336
Phatr3_J48636,1376,832,1758,1736,1069,665,1185,1251,1533,812,865,2454
Phatr3_J48637,813,664,1362,688,804,306,907,1070,1272,4742,4897,13737
Phatr3_J39150,136,124,129,67,147,75,217,201,251,107,161,144
Phatr3_J39151,234,210,331,158,221,246,293,205,333,428,526,1409
Phatr3_J48638,1338,1324,1780,1038,1305,896,1394,1512,2056,924,1153,2021
Phatr3_J22597,300,307,393,212,333,58,305,291,387,127,157,277
Phatr3_J48640,473,517,563,376,470,479,619,434,701,238,317,441
Phatr3_EG00497,174,177,215,111,131,141,113,105,163,173,190,260
Phatr3_J48642,1274,1151,1675,636,973,938,966,933,1324,1009,1167,2031
Phatr3_EG00488,577,434,1056,350,305,452,429,376,473,470,594,2686
Phatr3_J48643,649,532,837,506,600,612,619,564,856,1475,1771,3977
Phatr3_J15138,842,968,840,628,1025,1353,1477,997,2207,1081,1443,2675
Phatr3_J39159,40,48,45,33,51,44,67,29,70,34,44,31
Phatr3_J48645,111,113,144,81,120,82,154,135,186,355,287,561
Phatr3_J48646,701,410,966,573,572,786,752,505,823,1811,2016,4503
Phatr3_J48647,1832,984,2058,1418,1217,1125,1909,1177,1895,434,443,1157
Phatr3_J15145,6682,5416,8212,3960,3595,4057,4330,3905,6053,6287,7340,10717
Phatr3_J22609,6079,5353,8316,3181,3449,3938,3477,2980,4758,3120,3920,6456
Phatr3_J39165,192,188,168,181,322,203,301,217,324,197,214,254
Phatr3_EG00470,55,24,27,18,35,41,50,42,77,917,761,1298
Phatr3_EG00490,74,50,62,46,48,82,51,57,69,1261,975,2481
Phatr3_J52444,186,75,216,105,89,148,115,130,150,2691,2623,11306
Phatr3_J39167,22,12,25,12,12,10,14,8,11,732,770,2599
Phatr3_J29736,465,569,669,294,673,363,822,319,549,1411,1648,2772
Phatr3_J48652,1320,1100,1746,1207,1356,1490,2288,1270,2017,1836,2665,5119
Phatr3_J7934,1255,818,1622,1102,994,998,1270,890,1455,7213,7268,23115
Phatr3_J15180,1748,1214,1762,1083,1416,686,1619,1100,2115,9453,8920,25448
Phatr3_J48655,681,607,832,412,585,572,739,549,692,390,492,1351
Phatr3_J39173,948,536,1192,525,424,544,471,539,808,317,271,785
Phatr3_J39174,441,296,590,404,488,163,411,538,813,304,394,690
Phatr3_J48656,773,678,1188,658,762,416,840,638,1080,352,413,1370
Phatr3_J48657,3582,2694,3417,3579,4312,2382,4882,4024,6273,1752,2049,3423
Phatr3_J48658,1261,840,1796,910,786,1018,961,1053,1407,3186,3165,12210
Phatr3_J54940,969,630,1012,750,697,621,693,817,1202,4758,4869,10110
Phatr3_J48660,253,161,370,213,192,109,166,256,392,366,408,1208
Phatr3_J48661,884,962,1009,755,1150,663,1319,977,1594,364,395,602
Phatr3_J48662,1287,966,1516,716,1037,911,1024,951,1350,982,1131,1737
